,country,article_name,revision_id,article_quality_est,population
218,Palestinian Territory,Ahmed Yassin,797122322,GA,5008000
219,Palestinian Territory,Hanan Ashrawi,797806716,C,5008000
220,Palestinian Territory,Cause of Yasser Arafat's death,798100387,B,5008000
221,Palestinian Territory,Kassim Al-Rimawi,798262559,Start,5008000
222,Palestinian Territory,Ibrahim Abu-Lughod,798282902,C,5008000
223,Palestinian Territory,Islah Jad,798331360,Start,5008000
224,Palestinian Territory,Issam Sartawi,798732432,C,5008000
225,Palestinian Territory,Marwan Barghouti,798913975,GA,5008000
226,Palestinian Territory,Mohammad Shtayyeh,799023109,C,5008000
227,Palestinian Territory,Mohammed Dahlan,799023535,C,5008000
228,Palestinian Territory,Nabil Shaath,799072017,Start,5008000
229,Palestinian Territory,Nabeel Kassis,799209138,Start,5008000
230,Palestinian Territory,Mahmoud al-Mabhouh,799802471,GA,5008000
231,Palestinian Territory,Qadura Fares,799858795,Stub,5008000
232,Palestinian Territory,Leila Khaled,800067783,C,5008000
233,Palestinian Territory,Muhammad Nimr al-Hawari,800264686,C,5008000
234,Palestinian Territory,Wadie Haddad,800268417,Start,5008000
235,Palestinian Territory,Munib al-Masri,800663648,C,5008000
236,Palestinian Territory,Suha Arafat,800718761,C,5008000
237,Palestinian Territory,Taba Summit,800748567,C,5008000
238,Palestinian Territory,Sari Nusseibeh,800949001,C,5008000
239,Palestinian Territory,Education Minister of the Palestinian National Authority,801102332,Start,5008000
240,Palestinian Territory,Yaqub al-Ghusayn,801214518,Start,5008000
241,Palestinian Territory,Khaled Mashal,801299475,C,5008000
242,Palestinian Territory,Ziad Abu Ein,801335922,C,5008000
243,Palestinian Territory,Zuhdi Labib Terzi,801507800,Start,5008000
244,Palestinian Territory,Raghib al-Nashashibi,801867039,Start,5008000
245,Palestinian Territory,Jamila Abdallah Taha al-Shanti,802082257,Stub,5008000
246,Palestinian Territory,Jibril Rajoub,802302873,C,5008000
247,Palestinian Territory,Abdelrahman al-Dajani,802436402,Stub,5008000
248,Palestinian Territory,Ahmad Agha Duzdar,802436510,Stub,5008000
249,Palestinian Territory,Musa al-Alami (mayor of Jerusalem),802436655,Stub,5008000
250,Palestinian Territory,Hussam ad-Din Jarallah,802438226,Start,5008000
251,Palestinian Territory,As'ad Shukeiri,802444446,Stub,5008000
252,Palestinian Territory,Eyad al-Sarraj,802495061,Start,5008000
253,Palestinian Territory,Abdel Aziz al-Rantisi,802598153,C,5008000
254,Palestinian Territory,Fatima Bernawi,802835604,Start,5008000
255,Palestinian Territory,Ahmad Sa'adat,802968215,C,5008000
256,Palestinian Territory,Salah Shehade,803242304,C,5008000
257,Palestinian Territory,Mahmoud Abbas,803433440,B,5008000
258,Palestinian Territory,Yasser Arafat,804075706,FA,5008000
259,Palestinian Territory,Ahmad Shukeiri,804132518,Start,5008000
260,Palestinian Territory,10 agorot controversy,804292510,Start,5008000
261,Palestinian Territory,2000 Camp David Summit,804914588,B,5008000
262,Palestinian Territory,Amin al-Husseini,804940228,B,5008000
263,Palestinian Territory,Adel Zawati,804957442,Start,5008000
264,Palestinian Territory,Omar Barghouti,805306238,C,5008000
265,Palestinian Territory,Arab Money,805321868,C,5008000
266,Palestinian Territory,Ghassan Khatib,805441005,Start,5008000
267,Palestinian Territory,Ahmad Toukan,805811873,Start,5008000
268,Palestinian Territory,Khalil al-Wazir,806359448,B,5008000
269,Palestinian Territory,Ismail Haniyeh,806939531,C,5008000
270,Palestinian Territory,Nizar Rayan,807364845,GA,5008000
271,Palestinian Territory,Haifa al-Agha,807439836,Stub,5008000
272,Palestinian Territory,Mahmoud al-Zahar,807444564,C,5008000
273,Palestinian Territory,Hakam Balawi,807459429,Start,5008000
274,Palestinian Territory,Yunis Al Astal,807462818,Start,5008000
275,Cambodia,Yos Por,393822005,Stub,15497000
276,Cambodia,Than Sina,671073599,Stub,15497000
277,Cambodia,Ieu Pannakar,712085445,Stub,15497000
278,Cambodia,Taing Sunlay,713507166,Stub,15497000
279,Cambodia,Dul Koeun,714524609,Stub,15497000
280,Cambodia,Ly Kim Leang,714524624,Stub,15497000
281,Cambodia,Chhor Leang Huot,714524714,Stub,15497000
282,Cambodia,Thak Lany,714524870,Stub,15497000
283,Cambodia,Sok San,714525029,Stub,15497000
284,Cambodia,Tep Ngorn,714528164,Stub,15497000
285,Cambodia,Chan Cheng,714528251,Stub,15497000
286,Cambodia,Nhim Vanda,714528803,Stub,15497000
287,Cambodia,Pen Panha,714528886,Stub,15497000
288,Cambodia,Sieng Nam,714529109,Stub,15497000
289,Cambodia,So Khun,714529370,Stub,15497000
290,Cambodia,Nou Sam,714529507,Stub,15497000
291,Cambodia,Rath Sarem,716812326,Stub,15497000
292,Cambodia,Kong Vibol,726543264,Stub,15497000
293,Cambodia,Monh Saphan,726543284,Stub,15497000
294,Cambodia,Uk Rabun,726543336,Stub,15497000
295,Cambodia,Ay Khorn,726543872,Stub,15497000
296,Cambodia,Oung Ouen,726688556,Stub,15497000
297,Cambodia,List of Deputy Prime Ministers of Cambodia,730617957,Stub,15497000
298,Cambodia,Cambodian People's Party–FUNCINPEC coalition agreement,732331264,Stub,15497000
299,Cambodia,Chuop Hell,735512767,Stub,15497000
300,Cambodia,Kong Korm,736093077,Stub,15497000
301,Cambodia,Chan Nak,736538934,Stub,15497000
302,Cambodia,Huy Kanthoul,736539294,Stub,15497000
303,Cambodia,Vorn Vet,736715950,Stub,15497000
304,Cambodia,Yat Hwaidi,737025619,Stub,15497000
305,Cambodia,Khim Tit,737804996,Stub,15497000
306,Cambodia,Son Chhay,738180794,Start,15497000
307,Cambodia,Kep Chuktema,738478052,Start,15497000
308,Cambodia,Nuth Rumduol,738512371,Stub,15497000
309,Cambodia,Khieu Thavika,738804016,Stub,15497000
310,Cambodia,Norodom Phurissara,738987957,Start,15497000
311,Cambodia,Daran Kravanh,738989624,Stub,15497000
312,Cambodia,Sisowath Monireth,738992094,Start,15497000
313,Cambodia,Sisowath Youtevong,738992441,Stub,15497000
314,Cambodia,Ou Chanrith,739217591,Stub,15497000
315,Cambodia,Yem Ponhearith,741680078,Stub,15497000
316,Cambodia,Chrea Sochenda,741923960,Stub,15497000
317,Cambodia,Vong Kan,742006559,Stub,15497000
318,Cambodia,Yos Son,742067282,Stub,15497000
319,Cambodia,Hun Many,744291790,Stub,15497000
320,Cambodia,Chhean Vam,747052284,Stub,15497000
321,Cambodia,Oum Chheang Sun,747052769,Stub,15497000
322,Cambodia,Norodom Kantol,747053219,Stub,15497000
323,Cambodia,Khieu Rada,747555899,Start,15497000
324,Cambodia,Ieu Koeus,747628491,Stub,15497000
325,Cambodia,Cheng Heng,747784875,Start,15497000
326,Cambodia,Mok Mareth,747945224,Start,15497000
327,Cambodia,Kieng Vang,748137241,Stub,15497000
328,Cambodia,Sisowath Watchayavong,748488170,Stub,15497000
329,Cambodia,Sokhom So,749156496,Stub,15497000
330,Cambodia,Min Sean,749304614,Stub,15497000
331,Cambodia,Y Chhean,749338398,Stub,15497000
332,Cambodia,Poa Bun Sreu,749357713,Stub,15497000
333,Cambodia,Toan Vanthara,749387326,Stub,15497000
334,Cambodia,Sok Soty,749388858,Stub,15497000
335,Cambodia,Pal Sam Oeun,749396845,Stub,15497000
336,Cambodia,Ngor Sovann,749470256,Stub,15497000
337,Cambodia,Kea Sahorn,749510551,Stub,15497000
338,Cambodia,Suos Kanan,749517390,Stub,15497000
339,Cambodia,Im Chhun Lim,749537624,Stub,15497000
340,Cambodia,Tram Iv Teuk,749537772,Stub,15497000
341,Cambodia,Hem Khorn,749561164,Stub,15497000
342,Cambodia,Um Nhanh,749569686,Stub,15497000
343,Cambodia,Poa Try,749570183,Stub,15497000
344,Cambodia,Yim Chhaily,749683882,Stub,15497000
345,Cambodia,Ith Prang,749704384,Stub,15497000
346,Cambodia,Try Chheang Huot,749710492,Stub,15497000
347,Cambodia,Suk Sam Eng,749945690,Stub,15497000
348,Cambodia,Nim Thot,749967879,Stub,15497000
349,Cambodia,Ngin Khorn,749970189,Stub,15497000
350,Cambodia,Sorn Inthor,749977252,Stub,15497000
351,Cambodia,You Hockry,750055098,Stub,15497000
352,Cambodia,Samrith Pech,750074445,Stub,15497000
353,Cambodia,Un Neung,750077042,Stub,15497000
354,Cambodia,Bou Thang,750179637,Stub,15497000
355,Cambodia,Peter Khoy Saukam,751227068,Start,15497000
356,Cambodia,Tuot Saron,752967379,Start,15497000
357,Cambodia,Phoeurng Sackona,752979708,Stub,15497000
358,Cambodia,Nhek Bun Chhay,753086260,Stub,15497000
359,Cambodia,Cheam Yeab,753684881,Stub,15497000
360,Cambodia,Chea Poch,753689952,Stub,15497000
361,Cambodia,Chin Bun Sean,753692176,Stub,15497000
362,Cambodia,Chhim Siek Leng,753695057,Stub,15497000
363,Cambodia,Chea Soth,753711610,Stub,15497000
364,Cambodia,Ke Pauk,754318281,Stub,15497000
365,Cambodia,Kong Sam Ol,754944744,Stub,15497000
366,Cambodia,Pho Proeung,755504987,Stub,15497000
367,Cambodia,San Yun,756129985,Stub,15497000
368,Cambodia,Tiv Ol,756722795,Start,15497000
369,Cambodia,Son Ngoc Thanh,758665997,C,15497000
370,Cambodia,Monovithya Kem,759510662,Stub,15497000
371,Cambodia,Mom Chim Huy,761412104,Stub,15497000
372,Cambodia,Norodom Norindeth,761941416,Start,15497000
373,Cambodia,Hem Heng,763098565,Start,15497000
374,Cambodia,Chum Bunrong,763098588,Stub,15497000
375,Cambodia,Duong Vanna,763316692,Stub,15497000
376,Cambodia,Chhay Tan,763968613,Stub,15497000
377,Cambodia,Keat Chhon,765244120,Stub,15497000
378,Cambodia,Ang Vong Vathana,765375452,Stub,15497000
379,Cambodia,Keo Remy,766576352,Stub,15497000
380,Cambodia,Sun Chanthol,766834612,Start,15497000
381,Cambodia,Khieu Kanharith,766836319,Stub,15497000
382,Cambodia,Chay Saing Yun,767217618,Stub,15497000
383,Cambodia,Ek Sam Ol,767218020,Stub,15497000
384,Cambodia,Ouk Rabun,767867369,Stub,15497000
385,Cambodia,Hun Phoeung,768488633,Stub,15497000
386,Cambodia,Nguon Nhel,769381746,Stub,15497000
387,Cambodia,Khuon Sodary,769381831,Stub,15497000
388,Cambodia,Sok Pheng,769447485,Stub,15497000
389,Cambodia,Say Chhum,769929584,Stub,15497000
390,Cambodia,Im Sothy,771408501,Stub,15497000
391,Cambodia,Eng Chhai Eang,773103096,Stub,15497000
392,Cambodia,Heng Pov,773157273,Start,15497000
393,Cambodia,Him Chhem,773455924,Stub,15497000
394,Cambodia,Ho Non,773694865,Stub,15497000
395,Cambodia,Ho Vann,773695304,Stub,15497000
396,Cambodia,Hul Savorn,774100291,Stub,15497000
397,Cambodia,Pol Hom,776153762,Stub,15497000
398,Cambodia,Thong Khon,777665222,Stub,15497000
399,Cambodia,Hor Namhong,777765537,C,15497000
400,Cambodia,Keo Saphal (Siem Reap politician),778675539,Stub,15497000
401,Cambodia,Keo Saphal (Takeo politician),778675542,Stub,15497000
402,Cambodia,Khek Vandy,778806364,Stub,15497000
403,Cambodia,Khun Haing,778825745,Stub,15497000
404,Cambodia,Khy Taing Lim,778830534,Stub,15497000
405,Cambodia,Kimsour Phirith,778947267,Stub,15497000
406,Cambodia,Kuoch Ky,779440080,Stub,15497000
407,Cambodia,Kuoy Bunroeun,779441002,Stub,15497000
408,Cambodia,Chou Bun Eng,779541149,Start,15497000
409,Cambodia,Ke Sovannaroth,779541334,Stub,15497000
410,Cambodia,Norodom Rattana Devi,779541359,Stub,15497000
411,Cambodia,Norodom Vichara,779541415,Stub,15497000
412,Cambodia,Nin Saphon,779541481,Stub,15497000
413,Cambodia,Tioulong Saumura,779541578,Start,15497000
414,Cambodia,Som Kimsuor,779541650,Stub,15497000
415,Cambodia,Suy Sem,780608915,Stub,15497000
416,Cambodia,Sourn Serey Ratha,780691538,Stub,15497000
417,Cambodia,Ly Son,782622853,Stub,15497000
418,Cambodia,Ly Thuch,782622857,Stub,15497000
419,Cambodia,List of heads of state of Cambodia,782894395,C,15497000
420,Cambodia,Son Sann,783107330,C,15497000
421,Cambodia,Mam Bun Neang,783142781,Stub,15497000
422,Cambodia,Chan Sarun,783239117,Stub,15497000
423,Cambodia,Mao Monyvann,783294124,Stub,15497000
424,Cambodia,Men Sam An,784442393,Stub,15497000
425,Cambodia,Mey Norn,784629286,Stub,15497000
426,Cambodia,Sok An,784962640,C,15497000
427,Cambodia,Yem Sambaur,786198076,Start,15497000
428,Cambodia,Yim Sovann,786409843,C,15497000
429,Cambodia,Ek Yi Oun,786826707,Stub,15497000
430,Cambodia,Lu Laysreng,787016670,Stub,15497000
431,Cambodia,Math Ly,787260537,Stub,15497000
432,Cambodia,Chem Widhya,787978108,Start,15497000
433,Cambodia,Pa Socheatvong,788070748,Stub,15497000
434,Cambodia,Governor of Phnom Penh,788070776,Stub,15497000
435,Cambodia,Son Sen,788368060,C,15497000
436,Cambodia,Pen Sovan,788398926,Start,15497000
437,Cambodia,Sak Sutsakhan,788540352,C,15497000
438,Cambodia,Amath Yashya,788758065,Stub,15497000
439,Cambodia,Tong Siv Eng,788799479,Stub,15497000
440,Cambodia,Norodom Chakrapong,788905950,GA,15497000
441,Cambodia,Prak Sokhon,790023943,Start,15497000
442,Cambodia,Khieu Samphan,792012094,C,15497000
443,Cambodia,Sisowath Sirik Matak,792274582,C,15497000
444,Cambodia,Sam Sary,792556486,Start,15497000
445,Cambodia,Tou Samouth,792731504,Start,15497000
446,Cambodia,Yun Yat,793218721,Stub,15497000
447,Cambodia,Khieu Ponnary,793723115,Start,15497000
448,Cambodia,Cham Prasidh,793746447,Start,15497000
449,Cambodia,Ung Huot,794239262,Start,15497000
450,Cambodia,Veng Sereyvuth,794714434,Stub,15497000
451,Cambodia,Ieng Mouly,795214039,Stub,15497000
452,Cambodia,Pou Sothirak,796696955,Stub,15497000
453,Cambodia,Chea Sim,797224256,C,15497000
454,Cambodia,Hu Nim,797444265,C,15497000
455,Cambodia,Sim Var,797618265,Start,15497000
456,Cambodia,Bin Chhin,797673057,Stub,15497000
457,Cambodia,Sim Ka,798039997,Stub,15497000
458,Cambodia,Hou Yuon,798241496,C,15497000
